0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.00060173654,0.00062956195,0.001027377,0.000342302,0.0017570332,0.00057104556,0.0004925377,0.00062956195,0.0004904463,0.00047019948,0.0007360562,0.00049243117,0.0007287094,0.00070813944,0.0005992296,0.0006733005,0.0007122753,0.00045385666,0.00053727836,0.000550945,0.0005355735,0.00053113344,0.0005411101,0.0036054268,0.00063974055,0.0005076561,0.00031619676,0.00085710466,0.00049220625,0.0018754622,0.00050336483,0.00043909674,0.000519957,0.0004992536,0.00056487386,0.0006770128,0.0005785968,0.00076881977,0.00066779234,0.0005305443,0.00043403843,0.000480632,0.00045896103,0.0005740189,0.0004801196,0.0005194263,0.00062433525,0.000476062,0.0007416796,0.0004434893
0.00079035177,0.00078366307,0.00088308076,0.00055396423,0.0005423957,0.0008655895,0.000808998,0.000783663,0.00056961697,0.00056049204,0.0008183879,0.0006360793,0.00087148376,0.0007477084,0.0007427596,0.0007252017,0.0007873846,0.00059620675,0.00060947693,0.00062907883,0.0006838876,0.000598095,0.0006422622,0.0069616134,0.0007117976,0.00060694304,0.0004465714,0.0007039076,0.00062650157,0.0008591994,0.0007212585,0.00057071407,0.00074215484,0.00055993366,0.000783028,0.0007887717,0.00066511665,0.0007736469,0.0007904106,0.00071890024,0.00062648713,0.0007023091,0.0006380724,0.00069187727,0.00061280536,0.00055826164,0.0008209728,0.0006701546,0.0008601215,0.00056303176
0.00054881425,0.0006565076,0.00059601,0.0005288972,0.00040509313,0.0006436714,0.00056015135,0.0006565076,0.0004871741,0.0006196317,0.00057616615,0.00065339415,0.0006527417,0.00056564127,0.0005320916,0.00057419494,0.00081816415,0.00052406045,0.0006160316,0.0004774345,0.0004712121,0.00056134147,0.0005983318,0.004267999,0.0006102705,0.000527899,0.00035477648,0.0006380712,0.00057050394,0.00085455796,0.00059292105,0.00048837,0.00056533096,0.00055514456,0.00060858665,0.0005723584,0.00059088675,0.00077697687,0.0005674247,0.00055136497,0.0004854534,0.000533796,0.0004939416,0.0006226502,0.0005430778,0.00044733757,0.0007229667,0.00052462565,0.0008444786,0.00053105864
0.0006875405,0.0007123829,0.0013785374,0.00047130618,0.0019086263,0.0006810972,0.00067179726,0.0007123829,0.00056793954,0.0006744809,0.0006504544,0.00064205035,0.00078248954,0.00080103404,0.00064421544,0.00078124704,0.00069966255,0.00041792865,0.0006397763,0.00056605204,0.0005585236,0.0005771609,0.0005538997,0.001389397,0.0007112267,0.0005559785,0.00034382008,0.00080152164,0.0006969755,0.0014671927,0.0005946881,0.00049834815,0.00061989727,0.0005758498,0.00066587154,0.0007509876,0.00062908354,0.00074939296,0.00072623603,0.00063162524,0.00054778764,0.00056656834,0.000545898,0.0006088826,0.00057904184,0.0006175421,0.00073049736,0.0006253349,0.000810347,0.00053702446
0.00086466625,0.0010032175,0.00062372495,0.00083300343,0.0015751176,0.00084889744,0.00068383326,0.0010032175,0.0007874589,0.0007607132,0.0008596883,0.00065410626,0.0009506272,0.0007666428,0.0008974546,0.0008311502,0.0010774423,0.0006836221,0.000905332,0.0007504071,0.001433143,0.00075824553,0.0026068832,0.0014757302,0.0008377631,0.0007330753,0.00071573426,0.0022621304,0.00079381233,0.0020034695,0.0018967014,0.0008298713,0.00077619246,0.0006539695,0.00084517436,0.00081432634,0.0007794737,0.000921422,0.0008397037,0.0010368113,0.0006130107,0.00089917105,0.000683115,0.00086938264,0.0007416119,0.0006061835,0.0010396861,0.00082094065,0.0011332905,0.0006791834
0.00079422287,0.0008578534,0.00087908836,0.0005507828,0.0016385365,0.00080348644,0.0006555967,0.0008578534,0.0005726941,0.00066068716,0.0010002956,0.0004553985,0.0009504541,0.0008937825,0.0007772315,0.000836056,0.00080797233,0.00052116945,0.0007681389,0.000693122,0.0007262268,0.00063602504,0.0007648264,0.009179507,0.00085862435,0.0007064267,0.0004481852,0.001044329,0.00076672825,0.0018384535,0.00080136117,0.0006061306,0.00066226354,0.0006310746,0.00088326464,0.00088448176,0.0007970038,0.00075726735,0.0008374126,0.0007545925,0.00048614806,0.0007263918,0.00058869994,0.0007279898,0.00067936955,0.0005743317,0.00082143553,0.00076100917,0.00096999836,0.0006202065
0.00084714696,0.0008506506,0.0006321869,0.0005331597,0.0012442148,0.0007743066,0.0006436509,0.0008506506,0.0006675698,0.0005830667,0.0008493398,0.00052638625,0.0010326575,0.00077581615,0.00088311086,0.0006545255,0.0008253821,0.0007150079,0.00095650606,0.0006929732,0.0006564342,0.00064812327,0.0006759599,0.0056274817,0.00088328007,0.00065251626,0.0005447442,0.00090732804,0.0006882346,0.0013513615,0.0008582088,0.0007348184,0.00075417745,0.0006063088,0.0008925759,0.0008042524,0.0007849698,0.00079165224,0.0010924467,0.000837641,0.0005118389,0.00078837987,0.0005638667,0.0008379302,0.00067489065,0.0005168525,0.001044446,0.00082030974,0.0010556572,0.0004867146
0.00067515345,0.00073736673,0.0006932651,0.00046988492,0.0010897535,0.00059787533,0.00050654344,0.0007373668,0.0005311067,0.0005242749,0.00072588574,0.00055091584,0.0008775585,0.00065142993,0.00069650565,0.0006725672,0.00080213754,0.0005585533,0.00064255204,0.0005792439,0.0005361056,0.00051799725,0.0004937286,0.0061068507,0.0006771684,0.0005124601,0.00038434257,0.00058145256,0.0005930763,0.001530453,0.0006097056,0.00051842385,0.0006627383,0.0005558178,0.000748101,0.0006736924,0.0005961258,0.0008280523,0.0007800205,0.00071382435,0.00045772866,0.0006000501,0.0004960004,0.0005922901,0.00059571076,0.0005434534,0.0007907983,0.00059390435,0.00088840636,0.00042736414
0.0006483492,0.00067751243,0.0005262997,0.000408335,0.000988646,0.0006377154,0.00050007063,0.00067751243,0.00046745647,0.00048453157,0.0006133197,0.00044829777,0.0008663349,0.0005633729,0.0006296376,0.0006159809,0.00066198723,0.00052195275,0.000641221,0.0005744406,0.00047243852,0.0004784991,0.0004916718,-0.00028676147,0.00059318915,0.00053480244,0.0003622075,0.00037131557,0.00050035905,0.0011327434,0.0006072807,0.0005018792,0.000623536,0.0005199236,0.0006942461,0.00067335955,0.00050685543,0.0007517694,0.00064950006,0.00059896737,0.0004234126,0.0006033429,0.0004425299,0.0005477452,0.00053813047,0.0004060091,0.0007596469,0.00060474535,0.00074693916,0.0004164151
0.00068108435,0.00069360284,0.00077028055,0.0005107554,0.0011323079,0.00072963734,0.00058461,0.00069360284,0.0005652797,0.0006020541,0.00071444816,0.00047101005,0.00076875417,0.00073696935,0.000640183,0.0008068361,0.0006841564,0.00053836894,0.00072486093,0.00055861665,0.0005641321,0.0005885171,0.00059998245,0.004795654,0.00075900165,0.00053944363,0.0003479707,0.0009012668,0.00061960774,0.001144819,0.00064055703,0.000550144,0.00061069295,0.00047179626,0.0006752533,0.0006728816,0.00059736153,0.0006039685,0.00083020056,0.00061789656,0.0004855839,0.0005977865,0.000516063,0.0007093731,0.00057810545,0.00045199945,0.00065289956,0.0006906947,0.00078953156,0.000536829
